,Category,Message,preprocessed_text,true_label,predicted_label,error_type,message_length,word_count,has_url,has_digit,has_spam_keyword
4738,ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?",nt only for driving even for many reasons she is called bbdthts it chikku then hw abt dvg coldheard tht vinobanagar violence hw is the conditionand hw ru any problem,ham,ham,correct,175,31,False,False,True
2496,spam,WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,winner as a valued network customer you hvae been selected to receive a [money] reward to collect call [phone] valid 24 hours only acl03530150pm,spam,spam,correct,149,24,False,True,True
4787,ham,Holy living christ what is taking you so long,holy living christ what is taking you so long,ham,ham,correct,45,9,False,False,False
3135,ham,Ok going to sleep. Hope i can meet her.,ok going to sleep hope i can meet her,ham,ham,correct,39,9,False,False,False
3532,ham,Prepare to be pounded every night...,prepare to be pounded every night,ham,ham,correct,36,6,False,False,False
3450,ham,Sorry. || mail? ||,sorry mail,ham,ham,correct,18,4,False,False,False
2885,ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,cbe is really good nowadayslot of shop and showroomscity is shaping good,ham,ham,correct,77,12,False,False,False
2143,ham,You see the requirements please,you see the requirements please,ham,ham,correct,31,5,False,False,False
2916,ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,nothing lor a bit bored too then y dun u go home early 2 sleep today,ham,ham,correct,77,16,False,True,False
2652,ham,"Text me when you get off, don't call, my phones having problems",text me when you get off dont call my phones having problems,ham,ham,correct,63,12,False,False,True
3200,ham,No de.am seeing in online shop so that i asked.,no deam seeing in online shop so that i asked,ham,ham,correct,47,10,False,False,False
3781,ham,Then ur physics get a-?,then ur physics get a,ham,ham,correct,23,5,False,False,False
81,ham,K. Did you call me just now ah?,k did you call me just now ah,ham,ham,correct,31,8,False,False,True
4775,ham,U repeat e instructions again. Wat's e road name of ur house?,u repeat e instructions again wats e road name of ur house,ham,ham,correct,61,12,False,False,False
607,spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867,xclusiveclubsaisai 2morow 285 soiree speciale zouk with nichols from parisfree roses 2 all ladies info [phone] [phone],spam,ham,false_negative,134,17,False,True,True
4599,ham,I'm stuck in da middle of da row on da right hand side of da lt...,im stuck in da middle of da row on da right hand side of da lt,ham,ham,correct,66,16,False,False,False
1491,ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.",cant believe i said so many things to you this morning when all i really wanted to say was good morning i love you have a beautiful morning see you in the library later,ham,ham,correct,172,34,False,False,False
3786,ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,let me know if you need anything else salad or desert or something how many beers shall i get,ham,ham,correct,98,19,False,False,False
3580,ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",multiply the numbers independently and count decimal points then for the division push the decimal places like i showed you,ham,ham,correct,126,20,False,False,False
4964,ham,I want to see your pretty pussy...,i want to see your pretty pussy,ham,ham,correct,34,7,False,False,False
1703,ham,I have lost 10 kilos as of today!,i have lost 10 kilos as of today,ham,ham,correct,33,8,False,True,False
5497,spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",sms services for your inclusive text credits pls goto [url] login 3qxj9 unsubscribe with stop no extra charge help [phone] comuk 220cm2 9ae,spam,spam,correct,158,22,True,True,True
5184,ham,I'm in town now so i'll jus take mrt down later.,im in town now so ill jus take mrt down later,ham,ham,correct,48,11,False,False,False
3563,ham,Still chance there. If you search hard you will get it..let have a try :),still chance there if you search hard you will get itlet have a try,ham,ham,correct,73,15,False,False,False
1824,ham,Same as u... Dun wan... Y u dun like me already ah... Wat u doing now? Still eating?,same as u dun wan y u dun like me already ah wat u doing now still eating,ham,ham,correct,84,18,False,False,False
3817,ham,How long does it take to get it.,how long does it take to get it,ham,ham,correct,32,8,False,False,False
1748,ham,I think u have the wrong number.,i think u have the wrong number,ham,ham,correct,32,7,False,False,False
2418,ham,Oh... Lk tt den we take e one tt ends at cine lor... Dun wan yogasana oso can...,oh lk tt den we take e one tt ends at cine lor dun wan yogasana oso can,ham,ham,correct,80,18,False,False,False
4729,ham,I (Career Tel) have added u as a contact on INDYAROCKS.COM to send FREE SMS. To remove from phonebook - sms NO to  &lt;#&gt;,i career tel have added u as a contact on indyarockscom to send free sms to remove from phonebook sms no to ltgt,ham,ham,correct,124,24,False,False,True
1622,ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",living is very simple loving is also simple laughing is too simple winning is tooo simple but being simple is very difficult gud nte,ham,ham,correct,148,24,False,False,True
4388,ham,S.i'm watching it in live..,sim watching it in live,ham,ham,correct,27,5,False,False,False
194,ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.,it will stop on itself i however suggest she stays with someone that will be able to give ors for every stool,ham,ham,correct,111,22,False,False,True
3834,ham,I had askd u a question some hours before. Its answer,i had askd u a question some hours before its answer,ham,ham,correct,53,11,False,False,False
2865,ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,what im saying is if you havent explicitly told nora i know someone im probably just not gonna bother,ham,ham,correct,104,19,False,False,False
296,spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,tmobile customer you may now claim your free camera phone upgrade a pay go sim card for your loyalty call on [phone] offer ends 28thfebtcs apply,spam,spam,correct,159,29,False,True,True
1963,spam,it to 80488. Your 500 free text messages are valid until 31 December 2005.,it to 80488 your 500 free text messages are valid until 31 december 2005,spam,spam,correct,74,14,False,True,True
3763,spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,free for 1st week no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates [url] pobox 36504 w45wq norm150ptone 16,spam,spam,correct,158,29,True,True,True
3293,ham,Dear good morning how you feeling dear,dear good morning how you feeling dear,ham,ham,correct,38,7,False,False,False
1457,ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,u sleeping now or you going to take haha i got spys wat me online checking n replying mails lor,ham,ham,correct,104,20,False,False,True
1318,spam,"Win the newest “Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",win the newest “harry potter and the order of the phoenix book 5 reply harry answer 5 questions chance to be the first among readers,spam,ham,false_negative,138,26,False,True,True
2449,ham,Do u knw dis no. &lt;#&gt; ?,do u knw dis no ltgt,ham,ham,correct,28,7,False,False,False
3700,ham,How i noe... Did ü specify da domain as nusstu... Ü still in sch...,how i noe did ü specify da domain as nusstu ü still in sch,ham,ham,correct,67,14,False,False,False
4352,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night has ended for another day morning has come in a special way may you smile like the sunny rays and leaves your worries at the blue blue bay gud mrng,ham,ham,correct,156,31,False,False,False
5053,ham,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",tick tick tick where are you i could die of loneliness you know pouts stomps feet i need you,ham,ham,correct,111,23,False,False,False
1589,ham,At 4. Let's go to bill millers,at 4 lets go to bill millers,ham,ham,correct,30,7,False,True,False
4860,ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",hey a guy i know is breathing down my neck to get him some bud anyway youd be able to get a half track to usf tonight,ham,ham,correct,121,27,False,False,False
3801,spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,we tried to contact you re your reply to our offer of a video handset 750 anytime any networks mins unlimited text camcorder reply or call [phone] now,spam,spam,correct,158,28,False,True,True
1497,ham,I'm always on yahoo messenger now. Just send the message to me and i.ll get it you may have to send it in the mobile mode sha but i.ll get it. And will reply.,im always on yahoo messenger now just send the message to me and ill get it you may have to send it in the mobile mode sha but ill get it and will reply,ham,ham,correct,158,34,False,False,True
5072,ham,As in different styles?,as in different styles,ham,ham,correct,23,4,False,False,False
393,ham,Morning only i can ok.,morning only i can ok,ham,ham,correct,22,5,False,False,False
2147,ham,So can collect ur laptop?,so can collect ur laptop,ham,ham,correct,25,5,False,False,False
3418,ham,But i haf enuff space got like 4 mb...,but i haf enuff space got like 4 mb,ham,ham,correct,38,9,False,True,False
742,ham,Do well :)all will for little time. Thing of good times ahead:,do well all will for little time thing of good times ahead,ham,ham,correct,62,12,False,False,False
4117,ham,What you doing?how are you?,what you doinghow are you,ham,ham,correct,27,5,False,False,False
1528,ham,No screaming means shouting..,no screaming means shouting,ham,ham,correct,29,4,False,False,False
2669,spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,wanna get laid 2nite want real dogging locations sent direct to ur mobile join the uks largest dogging network txt park to 69696 now nyt ec2a 3lp [money] msg,spam,spam,correct,162,28,False,True,True
788,spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),ever thought about living a good life with a perfect partner just txt back name and age to join the mobile community 100psms,spam,ham,false_negative,129,23,False,True,True
397,ham,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,was actually sleeping and still might when u call back so a text is gr8 you rock sis will send u a text wen i wake,ham,ham,correct,118,26,False,True,True
3059,spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,you are now unsubscribed all services get tons of sexy babes or hunks straight to your phone go to [url] no subscriptions,spam,ham,false_negative,141,22,True,False,False
4135,ham,Is it your yahoo boys that bring in the perf? Or legal.,is it your yahoo boys that bring in the perf or legal,ham,ham,correct,55,12,False,False,False
1957,ham,K...k:)why cant you come here and search job:),kkwhy cant you come here and search job,ham,ham,correct,46,8,False,False,False
5513,ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave,yes please leave at ltgt so that at ltgt we can leave,ham,ham,correct,69,13,False,False,False
395,ham,Pick you up bout 7.30ish? What time are  and that going?,pick you up bout 730ish what time are and that going,ham,ham,correct,56,11,False,True,False
721,ham,Oh is it? Send me the address,oh is it send me the address,ham,ham,correct,29,7,False,False,False
1114,ham,"No I'm good for the movie, is it ok if I leave in an hourish?",no im good for the movie is it ok if i leave in an hourish,ham,ham,correct,61,15,False,False,False
601,ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,mind blastin no more tsunamis will occur from now on rajnikant stopped swimming in indian oceand,ham,ham,correct,104,16,False,False,True
1072,spam,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,urgent we are trying to contact u todays draw shows that you have won a [money] prize guaranteed call [phone] from land line claim c52 valid12hrs only,spam,spam,correct,156,27,False,True,True
1351,ham,Bugis oso near wat...,bugis oso near wat,ham,ham,correct,21,4,False,False,False
1956,ham,"Aight I'll grab something to eat too, text me when you're back at mu",aight ill grab something to eat too text me when youre back at mu,ham,ham,correct,68,14,False,False,False
456,ham,Si si. I think ill go make those oreo truffles.,si si i think ill go make those oreo truffles,ham,ham,correct,47,10,False,False,False
4556,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship good morning dear,ham,ham,correct,151,30,False,True,False
5206,ham,I will reach ur home in  &lt;#&gt;  minutes,i will reach ur home in ltgt minutes,ham,ham,correct,43,8,False,False,False
4495,ham,Man this bus is so so so slow. I think you're gonna get there before me,man this bus is so so so slow i think youre gonna get there before me,ham,ham,correct,71,16,False,False,False
3892,ham,No problem. We will be spending a lot of quality time together...,no problem we will be spending a lot of quality time together,ham,ham,correct,65,12,False,False,False
1451,ham,Msg me when rajini comes.,msg me when rajini comes,ham,ham,correct,25,5,False,False,False
4067,ham,Fyi I'm gonna call you sporadically starting at like  &lt;#&gt;  bc we are not not doin this shit,fyi im gonna call you sporadically starting at like ltgt bc we are not not doin this shit,ham,ham,correct,97,18,False,False,True
2946,ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",hey babe sorry i didnt get sooner gary can come and fix it cause he thinks he knows what it is but he doesnt go as far a ptbo and he says it will cost ltgt bucks i dont know if it might be cheaper to find someone there we dont have any second hand machines at all right now let me know what you want to do babe,ham,ham,correct,327,70,False,False,False
3672,ham,Yup. Thk of u oso boring wat.,yup thk of u oso boring wat,ham,ham,correct,29,7,False,False,False
2155,ham,Oh god i am happy to see your message after 3 days,oh god i am happy to see your message after 3 days,ham,ham,correct,50,12,False,True,False
1829,ham,May i call You later Pls,may i call you later pls,ham,ham,correct,24,6,False,False,True
5228,spam,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,private your 2003 account statement for shows 800 unredeemed s i m points call [phone] identifier code 42049 expires 261004,spam,spam,correct,146,22,False,True,True
4142,ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-),beautiful truth expression of the face could be seen by everyone but the depression of heart could be understood only by the loved ones gud ni8,ham,ham,correct,153,27,False,True,False
847,ham,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,my stomach has been thru so much trauma i swear i just cant eat i better lose weight,ham,ham,correct,87,18,False,False,False
3529,spam,"You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE",you are a [money] winner or guaranteed caller prize this is our final attempt to contact you to claim call [phone] now 150ppmpobox10183bhamb64xe,spam,spam,correct,149,23,False,True,True
3957,ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =),haha dont be angry with yourself take it as a practice for the real thing,ham,ham,correct,83,16,False,False,False
1069,spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,someone u know has asked our dating service 2 contact you cant guess who call [phone] now all will be revealed po box385 m6 6wu,spam,spam,correct,134,25,False,True,True
3261,ham,I'm always looking for an excuse to be in the city.,im always looking for an excuse to be in the city,ham,ham,correct,51,11,False,False,False
2948,ham,Leave it. U will always be ignorant.,leave it u will always be ignorant,ham,ham,correct,36,7,False,False,False
489,ham,"Depends on quality. If you want the type i sent boye, faded glory, then about 6. If you want ralphs maybe 2",depends on quality if you want the type i sent boye faded glory then about 6 if you want ralphs maybe 2,ham,ham,correct,107,22,False,True,False
2141,ham,After the drug she will be able to eat.,after the drug she will be able to eat,ham,ham,correct,39,9,False,False,False
2126,ham,"Sorry im getting up now, feel really bad- totally rejected that kinda me thing.",sorry im getting up now feel really bad totally rejected that kinda me thing,ham,ham,correct,79,14,False,False,False
5035,ham,I want to go to perumbavoor,i want to go to perumbavoor,ham,ham,correct,27,6,False,False,False
4535,ham,I have no money 4 steve mate! !,i have no money 4 steve mate,ham,ham,correct,31,8,False,True,False
3344,ham,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",i havent forgotten you i might have a couple bucks to send you tomorrow k i love ya too,ham,ham,correct,91,19,False,False,False
2886,ham,Ü still attending da talks?,ü still attending da talks,ham,ham,correct,27,5,False,False,False
1995,ham,Have you been practising your curtsey?,have you been practising your curtsey,ham,ham,correct,38,6,False,False,False
3046,ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",hello yeah ive just got out of the bath and need to do my hair so ill come up when im done yeah,ham,ham,correct,101,23,False,False,False
787,ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,it does it on its own most of the time it fixes my spelling but sometimes it gets a completely diff word go figure,ham,ham,correct,117,24,False,False,False
1086,ham,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",frndship is like a needle of a clock though v r in d same clock v r nt able 2 met evn if v meetitz only 4few seconds bt v alwys stay conected gud 9t,ham,ham,correct,158,35,False,True,False
1864,ham,I'll let you know when it kicks in,ill let you know when it kicks in,ham,ham,correct,34,8,False,False,False
4564,ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time",come around ltdecimalgt pm vikkyim otside nw il come by tht time,ham,ham,correct,73,12,False,False,False
2390,ham,Boo. How's things? I'm back at home and a little bored already :-(,boo hows things im back at home and a little bored already,ham,ham,correct,66,13,False,False,False
4207,ham,"Get the door, I'm here",get the door im here,ham,ham,correct,22,5,False,False,False
5163,ham,Ok leave no need to ask,ok leave no need to ask,ham,ham,correct,23,6,False,False,False
1130,ham,"So check your errors and if you had difficulties, do correction.",so check your errors and if you had difficulties do correction,ham,ham,correct,64,11,False,False,False
3561,ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,lol i know hey someone did a great inpersonation of flea on the forums i love it,ham,ham,correct,83,17,False,False,False
2322,ham,Ok...,ok,ham,ham,correct,5,1,False,False,False
821,ham,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,good afternoon starshine hows my boytoy does he crave me yet ache to fuck me sips cappuccino i miss you babe teasing kiss,ham,ham,correct,131,24,False,False,False
1779,ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st ur lovely friendship good morning dear,ham,ham,correct,151,30,False,True,False
453,ham,K:)k:)what are detail you want to transfer?acc no enough?,kkwhat are detail you want to transferacc no enough,ham,ham,correct,57,9,False,False,False
1224,ham,Rofl betta invest in some  anti aging products,rofl betta invest in some anti aging products,ham,ham,correct,46,8,False,False,False
3173,ham,Do u still have plumbers tape and a wrench we could borrow?,do u still have plumbers tape and a wrench we could borrow,ham,ham,correct,59,12,False,False,False
5042,ham,She ran off with a younger man. we will make pretty babies together :),she ran off with a younger man we will make pretty babies together,ham,ham,correct,70,14,False,False,False
1195,ham,Ok... C ya...,ok c ya,ham,ham,correct,13,3,False,False,False
4624,ham,"U need my presnts always bcz U cant mis love. ""jeevithathile irulinae neekunna prakasamanu sneham"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me....",u need my presnts always bcz u cant mis love jeevithathile irulinae neekunna prakasamanu sneham prakasam ennal prabha that mns prabha islove got it dont mis me,ham,ham,correct,170,27,False,False,False
353,ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",today is sorry day if ever i was angry with you if ever i misbehaved or hurt you plz plz just slap urself bcoz its ur fault im basically good,ham,ham,correct,148,30,False,False,True
332,ham,Maybe i could get book out tomo then return it immediately ..? Or something.,maybe i could get book out tomo then return it immediately or something,ham,ham,correct,76,14,False,False,False
1083,ham,Send to someone else :-),send to someone else,ham,ham,correct,24,5,False,False,False
5103,ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,in other news after hassling me to get him weed for a week andres has no money haughaighgtujhyguj,ham,ham,correct,98,18,False,False,False
5524,spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p£3.99,you are awarded a sipix digital camera call [phone] from landline delivery within 28days t cs box177 m221bp 2yr warranty 150ppm 16 p p [money],spam,spam,correct,152,25,False,True,True
24,ham,Ffffffffff. Alright no way I can meet up with you sooner?,ffffffffff alright no way i can meet up with you sooner,ham,ham,correct,57,11,False,False,False
2716,ham,Cool. I am  &lt;#&gt;  inches long. hope you like them big!,cool i am ltgt inches long hope you like them big,ham,ham,correct,59,11,False,False,False
5296,ham,Are u coming to the funeral home,are u coming to the funeral home,ham,ham,correct,32,7,False,False,False
1464,ham,Ok good then i later come find ü... C lucky i told ü to go earlier... Later pple take finish ü no more again...,ok good then i later come find ü c lucky i told ü to go earlier later pple take finish ü no more again,ham,ham,correct,111,24,False,False,False
3773,ham,Does uncle timi help in clearing cars,does uncle timi help in clearing cars,ham,ham,correct,37,7,False,False,False
4383,ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for by the way who is this dont know number joke,ham,ham,correct,142,28,False,False,False
2503,ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",ola would get back to you maybe not today but i ve told him you can be his direct link in the us in getting cars he bids for online you arrange shipping and you get a cut or u for a partnership where u invest money for shipping and he takes care of the restuwud b self reliant soon dnt worry,ham,ham,correct,306,62,False,False,False
4704,ham,Mmmmmmm *snuggles into you* ...*deep contented sigh* ... *whispers* ... I fucking love you so much I can barely stand it ...,mmmmmmm snuggles into you deep contented sigh whispers i fucking love you so much i can barely stand it,ham,ham,correct,124,22,False,False,False
2161,ham,No. Its not specialisation. Can work but its slave labor. Will look for it this month sha cos no shakara 4 beggar.,no its not specialisation can work but its slave labor will look for it this month sha cos no shakara 4 beggar,ham,ham,correct,114,22,False,True,False
3211,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out 5 minuts latr wid a caken my wife,ham,ham,correct,145,34,False,True,False
4327,ham,That seems unnecessarily hostile,that seems unnecessarily hostile,ham,ham,correct,32,4,False,False,False
1363,ham,What does the dance river do?,what does the dance river do,ham,ham,correct,29,6,False,False,False
1170,ham,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,msgs r not time passthey silently say that i am thinking of u right now and also making u think of me at least 4 a moment gd ntswt drms shesil,ham,ham,correct,146,31,False,True,False
4082,ham,Hurry home. Soup is DONE!,hurry home soup is done,ham,ham,correct,25,5,False,False,False
417,ham,Alright i have a new goal now,alright i have a new goal now,ham,ham,correct,29,7,False,False,False
3390,ham,O. Guess they both got screwd,o guess they both got screwd,ham,ham,correct,29,6,False,False,False
2293,ham,:-( that's not v romantic!,thats not v romantic,ham,ham,correct,26,5,False,False,False
18,ham,Fine if thats the way u feel. Thats the way its gota b,fine if thats the way u feel thats the way its gota b,ham,ham,correct,56,13,False,False,False
4169,spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,congrats nokia 3650 video camera phone is your call [phone] calls cost 150ppm ave call 3mins vary from mobiles 16 close 300603 post bcm4284 ldn wc1n3xx,spam,spam,correct,157,26,False,True,True
3638,ham,You know what hook up means right?,you know what hook up means right,ham,ham,correct,34,7,False,False,False
1267,ham,"Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.",hey sorry i didntgive ya a a bellearlier hunnyjust been in bedbut mite go 2 thepub l8tr if uwana mt uploads a luv jenxxx,ham,ham,correct,123,24,False,True,False
2800,ham,I've told him that i've returned it. That should i re order it.,ive told him that ive returned it that should i re order it,ham,ham,correct,63,13,False,False,False
3224,ham,Well that must be a pain to catch,well that must be a pain to catch,ham,ham,correct,33,8,False,False,False
1615,ham,Me sef dey laugh you. Meanwhile how's my darling anjie!,me sef dey laugh you meanwhile hows my darling anjie,ham,ham,correct,55,10,False,False,False
513,ham,Lol ok your forgiven :),lol ok your forgiven,ham,ham,correct,23,5,False,False,False
414,ham,Bring home some Wendy =D,bring home some wendy d,ham,ham,correct,24,5,False,False,False
44,ham,Great! I hope you like your man well endowed. I am  &lt;#&gt;  inches...,great i hope you like your man well endowed i am ltgt inches,ham,ham,correct,72,13,False,False,False
809,ham,I am taking half day leave bec i am not well,i am taking half day leave bec i am not well,ham,ham,correct,44,11,False,False,False
3269,ham,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,which is why i never wanted to tell you any of this which is why im so short with you and onedge as of late,ham,ham,correct,111,25,False,False,False
1555,ham,Yeah we do totes. When u wanna?,yeah we do totes when u wanna,ham,ham,correct,31,7,False,False,False
1709,ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",hows my loverboy doing what does he do that keeps him from coming to his queen hmmm doesnt he ache to speak to me miss me desparately,ham,ham,correct,144,31,False,False,False
1905,ham,Wah... Okie okie... Muz make use of e unlimited... Haha...,wah okie okie muz make use of e unlimited haha,ham,ham,correct,58,10,False,False,False
5016,ham,I think the other two still need to get cash but we can def be ready by 9,i think the other two still need to get cash but we can def be ready by 9,ham,ham,correct,73,18,False,True,True
3525,ham,Yeah that'd pretty much be the best case scenario,yeah thatd pretty much be the best case scenario,ham,ham,correct,49,9,False,False,False
5200,spam,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,call germany for only 1 pence per minute call from a fixed line via access number 0844 861 85 85 no prepayment direct access [url],spam,spam,correct,151,25,True,True,True
1811,ham,"Now, whats your house # again ? And do you have any beer there ?",now whats your house again and do you have any beer there,ham,ham,correct,64,15,False,False,False
2478,ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",im done im sorry i hope your next space gives you everything you want remember all the furniture is yours if im not around when you move it just lock all the locks and leave the key with jenne,ham,ham,correct,201,39,False,False,False
5253,ham,Please tell me not all of my car keys are in your purse,please tell me not all of my car keys are in your purse,ham,ham,correct,55,13,False,False,False
1202,ham,I know she called me,i know she called me,ham,ham,correct,20,5,False,False,True
3483,spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call [phone] now or reply for delivery tomorrow,spam,spam,correct,148,27,False,True,True
2545,ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",she is our sister she belongs 2 our family she is d hope of tomorrow pray 4 herwho was fated 4 d shoranur train incident lets hold our hands together amp fuelled by love amp concern prior 2 her grief amp pain pls join in dis chain amp pass it stop violence against women,ham,ham,correct,289,54,False,True,True
